Date,Customer,Material,Quantity,MixType,Rate,Total_INR,Year
2023-12-11,Suresh,40mm,10.37,DryMix,1926.3,19973.95,2023
2022-10-18,Prasad Reddy,Dust,2.63,WetMix,1467.36,3865.62,2022
2024-11-30,Prasad Reddy,Dust,5.0,WetMix,1685.54,8434.55,2024
2020-08-07,Naresh,Dust,2.25,WetMix,1138.27,2561.65,2020
2020-11-29,RK Traders,6mm,9.09,WetMix,1315.18,11961.43,2020
2022-07-14,Talangeni,Dust,3.85,WetMix,1350.74,5194.26,2022
2020-12-23,RK Traders,Dust,4.52,WetMix,1105.73,4999.18,2020
2020-01-01,Ashok,40mm,7.94,DryMix,1835.85,14573.41,2020
2024-09-07,RK Traders,20mm,6.24,DryMix,3057.49,19068.66,2024
2020-12-31,Talangeni,Dust,7.59,WetMix,1220.62,9263.71,2020
2022-03-07,RK Traders,12mm,13.04,WetMix,1263.57,16471.32,2022
2023-09-05,Suresh,Dust,7.05,WetMix,1466.78,10342.88,2023
2020-09-02,Ashok,6mm,5.56,WetMix,1329.27,7396.72,2020
2020-10-03,Meghana,6mm,3.22,WetMix,1254.17,4042.72,2020
2021-05-22,Meghana,40mm,13.55,DryMix,1914.07,25934.44,2021
2024-06-01,Meghana,12mm,10.38,WetMix,1404.41,14578.99,2024
2020-02-23,Suresh,Dust,4.05,WetMix,1255.39,5087.99,2020
2021-05-30,Ashok,40mm,3.38,DryMix,1770.62,5988.04,2021
2020-08-26,Prasad Reddy,Dust,3.28,WetMix,1100.9,3608.43,2020
2024-09-17,RK Traders,6mm,2.32,WetMix,1713.71,3970.21,2024
2022-05-04,Ashok,6mm,13.49,WetMix,1481.32,19980.03,2022
2020-04-20,Ashok,6mm,9.1,WetMix,1408.65,12820.07,2020
2023-01-06,RK Traders,12mm,4.58,WetMix,1462.59,6703.41,2023
2023-09-24,Prasad Reddy,Dust,5.92,WetMix,1364.07,8080.86,2023
2024-05-21,Prasad Reddy,6mm,9.81,WetMix,1659.63,16285.05,2024
2021-12-05,Suresh,20mm,3.94,DryMix,2797.47,11017.98,2021
2023-10-09,Suresh,12mm,3.97,WetMix,1554.17,6169.17,2023
2023-03-22,Meghana,6mm,5.97,WetMix,1753.88,10465.77,2023
2024-02-13,Prasad Reddy,Dust,7.48,WetMix,1639.67,12268.37,2024
2024-12-03,Prasad Reddy,20mm,5.72,DryMix,3481.1,19903.52,2024
2022-03-21,Meghana,20mm,14.82,DryMix,2876.71,42641.24,2022
2024-06-25,Talangeni,40mm,7.85,DryMix,2050.61,16099.98,2024
2021-05-25,Meghana,Dust,8.67,WetMix,1358.59,11776.59,2021
2020-12-21,Ashok,40mm,3.52,DryMix,1661.2,5844.57,2020
2024-10-12,Prasad Reddy,20mm,1.71,DryMix,3010.02,5145.58,2024
2022-02-25,Naresh,Dust,1.64,WetMix,1314.66,2153.34,2022
2021-09-23,Naresh,20mm,6.3,DryMix,2851.67,17965.05,2021
2021-11-03,Meghana,20mm,8.89,DryMix,2553.23,22706.89,2021
2021-03-24,Talangeni,12mm,9.59,WetMix,1182.2,11338.16,2021
2021-12-05,Meghana,12mm,2.99,WetMix,1321.45,3956.17,2021
2023-07-12,Suresh,6mm,4.37,WetMix,1653.86,7235.13,2023
2023-01-02,Naresh,20mm,1.88,DryMix,2862.33,5367.83,2023
2020-06-09,Naresh,20mm,3.4,DryMix,2736.64,9306.85,2020
2020-08-14,Talangeni,20mm,4.35,DryMix,2570.84,11179.19,2020
2024-02-01,Ashok,20mm,7.01,DryMix,3179.85,22282.4,2024
2023-12-21,Naresh,Dust,1.46,WetMix,1475.69,2153.33,2023
2021-11-05,Talangeni,Dust,5.58,WetMix,1173.47,6551.84,2021
2023-05-07,Prasad Reddy,12mm,3.31,WetMix,1310.53,4333.81,2023
2022-06-21,Suresh,6mm,8.76,WetMix,1412.41,12365.96,2022
2023-03-29,Prasad Reddy,6mm,3.32,WetMix,1634.81,5429.77,2023
2021-04-25,RK Traders,Dust,10.36,WetMix,1223.62,12681.18,2021
2022-04-27,Meghana,12mm,4.12,WetMix,1307.35,5381.67,2022
2021-10-19,Suresh,20mm,5.71,DryMix,2879.87,16451.76,2021
2022-10-28,Meghana,Dust,2.0,WetMix,1309.03,2622.64,2022
2023-04-14,Meghana,Dust,9.29,WetMix,1448.65,13460.5,2023
2020-01-18,Meghana,40mm,4.64,DryMix,1744.86,8098.3,2020
2024-05-15,RK Traders,40mm,10.42,DryMix,2279.41,23740.53,2024
2023-07-03,Ashok,40mm,1.76,DryMix,1941.21,3421.39,2023
2020-01-26,Talangeni,6mm,1.51,WetMix,1421.06,2150.93,2020
2020-06-04,Prasad Reddy,Dust,8.49,WetMix,1124.59,9545.56,2020
2022-07-18,Naresh,20mm,2.03,DryMix,2832.3,5736.34,2022
2023-08-01,Meghana,Dust,5.25,WetMix,1514.05,7949.63,2023
2022-06-03,Meghana,20mm,5.0,DryMix,2665.51,13325.74,2022
2020-07-21,Talangeni,Dust,1.6,WetMix,1236.5,1975.91,2020
2023-10-24,Talangeni,Dust,2.63,WetMix,1596.14,4193.21,2023
2023-03-30,Meghana,20mm,1.75,DryMix,3273.74,5721.49,2023
2020-04-15,Meghana,6mm,5.74,WetMix,1195.26,6857.25,2020
2021-05-20,Talangeni,40mm,14.16,DryMix,1962.55,27780.45,2021
2023-11-25,Naresh,20mm,2.93,DryMix,3138.99,9198.49,2023
2020-01-12,Talangeni,12mm,7.96,WetMix,1107.28,8811.67,2020
2022-04-26,Prasad Reddy,12mm,11.83,WetMix,1333.38,15771.47,2022
2023-08-13,Prasad Reddy,20mm,1.95,DryMix,3085.79,6022.55,2023
2020-04-27,Ashok,6mm,11.84,WetMix,1271.22,15057.38,2020
2021-07-10,Naresh,12mm,0.92,WetMix,1196.42,1098.71,2021
2020-11-19,Talangeni,40mm,4.24,DryMix,1720.21,7301.45,2020
2021-04-23,RK Traders,Dust,5.35,WetMix,1359.25,7275.74,2021
2021-09-25,Naresh,12mm,5.96,WetMix,1229.95,7335.86,2021
2022-03-14,Suresh,20mm,8.93,DryMix,2725.26,24333.33,2022
2022-08-11,Prasad Reddy,20mm,2.79,DryMix,2948.9,8230.59,2022
2020-05-04,Ashok,12mm,2.03,WetMix,1252.51,2542.51,2020
2023-07-24,Meghana,Dust,5.23,WetMix,1412.16,7387.19,2023
2024-06-12,Meghana,40mm,4.12,DryMix,2281.15,9391.22,2024
2024-06-10,Talangeni,Dust,2.76,WetMix,1528.38,4224.78,2024
2021-03-18,Suresh,Dust,14.6,WetMix,1324.56,19334.77,2021
2022-10-07,Prasad Reddy,40mm,10.0,DryMix,1841.28,18405.48,2022
2022-10-20,Naresh,Dust,3.3,WetMix,1483.78,4893.68,2022
2023-03-11,Ashok,12mm,5.4,WetMix,1362.69,7358.02,2023
2022-02-26,RK Traders,6mm,9.13,WetMix,1636.89,14949.47,2022
2022-12-30,RK Traders,12mm,2.56,WetMix,1244.25,3185.34,2022
2024-10-15,Naresh,6mm,5.82,WetMix,1663.6,9674.3,2024
2022-12-12,Naresh,Dust,8.9,WetMix,1516.84,13502.35,2022
2021-04-27,Suresh,12mm,7.31,WetMix,1303.94,9529.71,2021
2020-03-09,Suresh,6mm,12.3,WetMix,1297.81,15964.73,2020
2024-01-26,RK Traders,6mm,9.02,WetMix,1794.25,16177.39,2024
2023-02-04,Naresh,Dust,2.76,WetMix,1469.08,4055.82,2023
2024-10-26,Suresh,6mm,6.44,WetMix,1847.36,11889.06,2024
2024-08-05,Talangeni,40mm,3.84,DryMix,2388.04,9158.49,2024
2021-07-12,Meghana,6mm,4.97,WetMix,1455.8,7240.77,2021
2020-12-01,RK Traders,20mm,1.79,DryMix,2327.76,4161.14,2020
2024-09-02,Meghana,Dust,1.1,WetMix,1418.67,1556.52,2024
2021-04-27,Meghana,40mm,12.72,DryMix,1782.74,22675.43,2021
2022-02-23,Talangeni,Dust,4.08,WetMix,1420.94,5800.73,2022
2021-06-05,Talangeni,6mm,4.28,WetMix,1444.97,6182.62,2021
2023-12-21,Prasad Reddy,40mm,7.62,DryMix,2145.12,16352.84,2023
2024-07-22,Meghana,6mm,5.88,WetMix,1682.98,9903.11,2024
2024-01-03,Suresh,20mm,6.82,DryMix,3413.12,23291.88,2024
2022-08-04,Ashok,12mm,4.57,WetMix,1297.31,5930.86,2022
2023-04-18,Suresh,6mm,13.13,WetMix,1548.96,20332.16,2023
2021-02-03,Prasad Reddy,Dust,8.11,WetMix,1419.92,11510.85,2021
2023-11-28,RK Traders,6mm,9.19,WetMix,1630.29,14983.37,2023
2020-02-17,Talangeni,12mm,6.08,WetMix,1160.63,7059.58,2020
2023-12-13,Talangeni,40mm,9.14,DryMix,1989.59,18194.41,2023
2021-08-23,Meghana,20mm,3.58,DryMix,2812.66,10071.37,2021
2024-03-22,RK Traders,20mm,4.49,DryMix,3116.6,14007.52,2024
2024-10-12,Prasad Reddy,12mm,6.73,WetMix,1552.4,10442.64,2024
2024-08-02,Talangeni,20mm,0.91,DryMix,3192.42,2916.07,2024
2022-08-06,Ashok,20mm,3.3,DryMix,2963.54,9792.46,2022
2022-01-11,Naresh,20mm,5.41,DryMix,2574.32,13927.03,2022
2023-10-04,Ashok,Dust,4.36,WetMix,1524.39,6651.36,2023
2021-04-15,Naresh,Dust,15.99,WetMix,1201.97,19221.43,2021
2020-04-12,Naresh,12mm,7.39,WetMix,1230.78,9100.81,2020
2023-08-14,Talangeni,6mm,2.45,WetMix,1730.79,4247.3,2023
2020-11-21,RK Traders,20mm,4.22,DryMix,2713.51,11463.5,2020
2022-05-27,Ashok,Dust,3.67,WetMix,1255.05,4608.86,2022
2023-07-01,Naresh,20mm,5.82,DryMix,2728.92,15890.17,2023
2020-11-21,Meghana,6mm,2.2,WetMix,1394.54,3072.98,2020
2022-01-08,Meghana,12mm,1.37,WetMix,1364.59,1866.88,2022
2024-09-16,Talangeni,20mm,9.48,DryMix,3150.99,29868.56,2024
2024-08-26,Naresh,Dust,2.17,WetMix,1669.26,3623.95,2024
2024-11-25,Naresh,20mm,7.83,DryMix,3457.61,27079.0,2024
2021-01-15,Meghana,Dust,9.14,WetMix,1286.05,11756.5,2021
2020-02-02,Suresh,20mm,8.64,DryMix,2395.65,20693.19,2020
2023-04-13,Suresh,Dust,7.27,WetMix,1385.92,10081.7,2023
2020-06-21,Meghana,40mm,2.18,DryMix,1660.21,3611.75,2020
2020-09-14,Meghana,40mm,10.0,DryMix,1652.91,16527.35,2020
2020-06-09,Ashok,12mm,2.43,WetMix,1285.26,3118.68,2020
2024-08-28,Meghana,40mm,3.44,DryMix,2364.49,8125.4,2024
2022-11-10,Naresh,40mm,4.95,DryMix,1866.55,9240.08,2022
2023-11-01,Talangeni,12mm,8.37,WetMix,1408.4,11790.87,2023
2021-05-11,Meghana,12mm,13.56,WetMix,1337.77,18134.06,2021
2020-08-13,RK Traders,40mm,4.57,DryMix,1610.96,7366.62,2020
2021-05-12,Prasad Reddy,20mm,8.71,DryMix,2931.33,25517.59,2021
2020-10-03,Prasad Reddy,20mm,6.05,DryMix,2432.7,14712.94,2020
2021-11-21,Meghana,20mm,2.26,DryMix,2868.83,6470.09,2021
2022-09-30,Suresh,Dust,4.1,WetMix,1367.69,5609.84,2022
2023-10-29,Suresh,40mm,1.01,DryMix,2320.98,2344.66,2023
2023-03-24,Prasad Reddy,12mm,3.69,WetMix,1473.16,5440.17,2023
2023-12-17,Prasad Reddy,12mm,3.26,WetMix,1361.87,4433.1,2023
2022-10-17,RK Traders,Dust,8.95,WetMix,1288.24,11528.04,2022
2020-09-03,Ashok,Dust,7.33,WetMix,1280.04,9384.01,2020
2021-12-30,Prasad Reddy,12mm,8.14,WetMix,1345.84,10949.97,2021
2021-11-22,Talangeni,6mm,7.51,WetMix,1292.69,9709.56,2021
2020-03-14,Talangeni,20mm,5.7,DryMix,2691.13,15334.64,2020
2021-04-20,Suresh,40mm,10.34,DryMix,1763.86,18232.11,2021
2023-06-26,Meghana,20mm,7.98,DryMix,3159.49,25215.39,2023
2023-03-06,Talangeni,Dust,11.12,WetMix,1418.21,15777.37,2023
2021-04-01,Prasad Reddy,6mm,11.99,WetMix,1372.2,16450.24,2021
2021-07-27,Ashok,6mm,0.76,WetMix,1386.3,1049.21,2021
2023-08-25,Ashok,6mm,1.73,WetMix,1721.59,2983.79,2023
2022-08-07,Naresh,40mm,3.84,DryMix,2182.4,8385.02,2022
2024-06-16,RK Traders,12mm,5.44,WetMix,1498.87,8153.58,2024
2022-04-20,Ashok,20mm,10.46,DryMix,3074.57,32148.61,2022
2020-04-22,Talangeni,Dust,7.96,WetMix,1179.59,9391.53,2020
2022-12-09,Prasad Reddy,40mm,6.93,DryMix,2133.35,14790.83,2022
2020-11-04,Meghana,12mm,2.16,WetMix,1208.39,2608.75,2020
2021-02-15,Ashok,12mm,10.34,WetMix,1224.58,12659.91,2021
2024-05-24,Prasad Reddy,Dust,4.31,WetMix,1535.28,6618.58,2024
2024-01-11,Suresh,Dust,5.64,WetMix,1596.49,9003.74,2024
2023-07-25,Meghana,12mm,3.68,WetMix,1509.3,5552.93,2023
2021-12-24,Ashok,Dust,6.71,WetMix,1358.42,9110.2,2021
2022-11-11,Talangeni,12mm,3.77,WetMix,1365.58,5145.79,2022
2023-11-27,Talangeni,20mm,8.5,DryMix,2933.56,24933.97,2023
2022-01-02,RK Traders,20mm,7.81,DryMix,2986.38,23323.88,2022
2022-06-19,Meghana,Dust,2.68,WetMix,1377.96,3694.99,2022
2024-01-04,Meghana,Dust,2.87,WetMix,1431.46,4114.03,2024
2021-04-15,Meghana,40mm,13.42,DryMix,1865.56,25042.32,2021
2020-04-20,Naresh,6mm,4.0,WetMix,1239.71,4955.47,2020
2024-01-12,Naresh,Dust,7.9,WetMix,1598.42,12625.26,2024
2023-05-27,Talangeni,12mm,6.36,WetMix,1571.37,9989.25,2023
2024-11-04,Suresh,20mm,3.9,DryMix,2950.88,11518.91,2024
2024-10-14,RK Traders,12mm,1.4,WetMix,1416.57,1976.18,2024
2024-11-21,Naresh,12mm,1.06,WetMix,1499.25,1585.86,2024
2023-04-07,Naresh,12mm,3.39,WetMix,1391.33,4716.98,2023
2021-05-27,Naresh,12mm,6.5,WetMix,1207.35,7842.25,2021
2023-03-07,Talangeni,40mm,2.29,DryMix,1952.65,4466.41,2023
2022-05-31,Ashok,12mm,7.72,WetMix,1406.02,10860.27,2022
2022-10-16,Ashok,6mm,3.28,WetMix,1575.74,5161.5,2022
2020-06-17,Meghana,6mm,5.33,WetMix,1446.84,7712.81,2020
2023-10-02,Ashok,6mm,4.47,WetMix,1756.9,7854.43,2023
2024-09-17,RK Traders,Dust,4.99,WetMix,1681.0,8382.22,2024
2022-01-08,RK Traders,6mm,3.86,WetMix,1570.5,6067.26,2022
2023-10-03,RK Traders,6mm,1.87,WetMix,1719.08,3217.41,2023
2024-10-12,Suresh,6mm,1.26,WetMix,1658.26,2085.85,2024
2023-06-05,Meghana,Dust,4.98,WetMix,1366.17,6799.61,2023
2024-03-06,RK Traders,Dust,5.0,WetMix,1671.88,8354.52,2024
2024-01-08,Ashok,20mm,6.32,DryMix,3249.48,20552.33,2024
2024-12-02,Suresh,40mm,1.33,DryMix,2092.08,2780.55,2024
2020-05-12,Ashok,20mm,11.96,DryMix,2370.02,28357.24,2020
2024-01-20,Ashok,6mm,2.92,WetMix,1852.87,5412.31,2024
2022-05-11,Prasad Reddy,6mm,8.8,WetMix,1387.31,12209.3,2022
2023-12-03,RK Traders,Dust,2.29,WetMix,1469.09,3364.91,2023
2023-05-17,Ashok,12mm,10.78,WetMix,1322.89,14259.82,2023
2023-11-17,Prasad Reddy,20mm,7.69,DryMix,3273.71,25161.29,2023
2021-12-15,Meghana,20mm,3.59,DryMix,2896.93,10395.0,2021
2022-09-02,Naresh,40mm,8.7,DryMix,1807.22,15724.97,2022
2021-11-02,Naresh,6mm,3.87,WetMix,1316.46,5090.86,2021
2023-04-22,Meghana,40mm,11.45,DryMix,1992.13,22808.22,2023
2023-01-04,Naresh,12mm,6.34,WetMix,1477.19,9358.54,2023
2020-09-30,Meghana,40mm,5.33,DryMix,1802.9,9617.16,2020
2024-01-06,Talangeni,40mm,10.33,DryMix,2060.34,21285.35,2024
2020-06-24,Naresh,12mm,10.36,WetMix,1105.78,11458.95,2020
2023-10-26,Naresh,40mm,2.85,DryMix,2316.15,6589.78,2023
2022-03-25,RK Traders,6mm,1.4,WetMix,1611.59,2263.49,2022
2023-03-05,Suresh,Dust,3.7,WetMix,1508.97,5588.35,2023
2024-08-24,Talangeni,40mm,1.78,DryMix,2346.08,4181.05,2024
2023-11-07,Meghana,20mm,1.35,DryMix,3280.38,4412.77,2023
2020-03-24,Naresh,20mm,4.53,DryMix,2446.62,11081.63,2020
2020-10-08,Talangeni,12mm,4.58,WetMix,1166.2,5340.2,2020
2024-09-16,Ashok,12mm,1.33,WetMix,1557.8,2075.02,2024
2022-04-11,Suresh,12mm,4.05,WetMix,1326.6,5371.57,2022
2022-01-03,Ashok,Dust,5.07,WetMix,1425.4,7233.91,2022
2023-03-26,Suresh,40mm,6.79,DryMix,2273.06,15430.85,2023
2021-08-13,Prasad Reddy,20mm,4.0,DryMix,2630.44,10531.62,2021
2021-01-26,Naresh,40mm,7.89,DryMix,2037.43,16067.71,2021
2024-09-19,Naresh,Dust,1.24,WetMix,1430.17,1772.65,2024
2023-08-26,Meghana,20mm,3.9,DryMix,3257.37,12704.16,2023
2020-12-05,RK Traders,40mm,5.82,DryMix,1800.76,10484.13,2020
2023-03-17,Ashok,12mm,12.3,WetMix,1320.69,16250.56,2023
2024-04-14,Naresh,20mm,9.39,DryMix,3466.77,32566.45,2024
2020-05-29,Talangeni,6mm,10.81,WetMix,1217.76,13167.1,2020
2021-03-30,Naresh,20mm,7.18,DryMix,2753.07,19775.15,2021
2020-11-22,Talangeni,40mm,9.37,DryMix,1674.15,15686.23,2020
2020-09-14,RK Traders,20mm,6.64,DryMix,2717.54,18044.15,2020
2021-08-27,Naresh,40mm,4.06,DryMix,2022.69,8209.3,2021
2020-10-31,RK Traders,6mm,3.49,WetMix,1318.41,4603.76,2020
2020-09-18,Talangeni,40mm,8.02,DryMix,1593.63,12787.42,2020
2020-01-12,Meghana,20mm,2.13,DryMix,2367.34,5052.86,2020
2020-10-27,RK Traders,Dust,7.3,WetMix,1179.22,8611.67,2020
2020-01-18,Naresh,20mm,2.98,DryMix,2388.66,7118.81,2020
2021-02-21,Meghana,Dust,8.99,WetMix,1199.43,10777.37,2021
2021-02-23,Suresh,Dust,1.74,WetMix,1232.05,2144.85,2021
2023-06-14,Talangeni,Dust,3.21,WetMix,1463.56,4704.79,2023
2021-05-01,Naresh,6mm,13.49,WetMix,1430.91,19309.49,2021
2021-01-15,Ashok,6mm,5.74,WetMix,1523.09,8740.13,2021
2022-10-09,Ashok,6mm,3.97,WetMix,1536.17,6098.19,2022
2020-08-20,Naresh,40mm,4.57,DryMix,1838.12,8407.53,2020
2022-12-08,Talangeni,Dust,5.39,WetMix,1394.95,7512.55,2022
2020-07-12,Ashok,20mm,2.3,DryMix,2365.32,5433.93,2020
2023-05-09,RK Traders,6mm,14.65,WetMix,1541.78,22587.86,2023
2021-11-21,RK Traders,12mm,3.25,WetMix,1306.63,4248.49,2021
2023-09-25,Meghana,Dust,5.07,WetMix,1602.85,8130.52,2023
2020-09-17,Meghana,12mm,8.19,WetMix,1297.74,10632.34,2020
2023-05-14,Meghana,Dust,7.65,WetMix,1474.32,11275.29,2023
2020-05-15,RK Traders,12mm,2.76,WetMix,1082.32,2987.73,2020
2024-10-22,Prasad Reddy,Dust,4.19,WetMix,1640.91,6868.15,2024
2024-01-12,RK Traders,40mm,2.7,DryMix,2365.48,6398.09,2024
2022-05-10,Naresh,12mm,4.0,WetMix,1267.59,5070.7,2022
2022-11-26,Meghana,40mm,5.28,DryMix,2043.58,10786.13,2022
2021-10-06,Suresh,6mm,7.27,WetMix,1383.5,10059.66,2021
2020-07-06,Naresh,20mm,1.92,DryMix,2412.53,4642.53,2020
2021-11-06,RK Traders,12mm,2.32,WetMix,1205.89,2793.49,2021
2024-05-03,Ashok,12mm,5.13,WetMix,1445.19,7410.57,2024
2020-01-04,Suresh,Dust,1.84,WetMix,1280.11,2350.82,2020
2024-08-18,Meghana,40mm,3.89,DryMix,2145.94,8355.75,2024
2022-12-20,Prasad Reddy,Dust,1.31,WetMix,1412.39,1848.16,2022
2021-11-21,Meghana,Dust,3.63,WetMix,1307.72,4744.52,2021
2020-12-30,Talangeni,20mm,10.9,DryMix,2270.93,24753.52,2020
2020-06-21,RK Traders,40mm,2.29,DryMix,1757.78,4029.85,2020
2021-10-18,Suresh,20mm,4.79,DryMix,2424.3,11604.98,2021
2023-09-25,Prasad Reddy,20mm,7.38,DryMix,3148.6,23231.99,2023
2022-09-21,Suresh,6mm,3.83,WetMix,1387.95,5320.14,2022
2020-04-23,Meghana,12mm,7.85,WetMix,1242.99,9762.16,2020
2022-05-27,Ashok,6mm,3.62,WetMix,1406.41,5091.12,2022
2021-05-21,RK Traders,20mm,13.37,DryMix,2488.38,33274.57,2021
2020-11-05,RK Traders,12mm,1.52,WetMix,1209.06,1843.08,2020
2021-12-30,Ashok,6mm,2.75,WetMix,1391.49,3829.87,2021
2023-06-30,RK Traders,6mm,6.07,WetMix,1552.95,9429.64,2023
2023-11-04,Naresh,12mm,3.08,WetMix,1481.02,4558.65,2023
2021-06-11,Talangeni,Dust,5.16,WetMix,1406.98,7255.03,2021
2021-06-18,Suresh,12mm,4.07,WetMix,1230.87,5014.65,2021
2020-05-29,Meghana,20mm,4.89,DryMix,2426.46,11858.29,2020
2022-08-14,Suresh,20mm,2.38,DryMix,2864.53,6810.14,2022
2024-09-22,Meghana,6mm,5.66,WetMix,1696.96,9606.05,2024
2023-11-17,Talangeni,6mm,8.94,WetMix,1700.3,15207.25,2023
2021-03-01,Prasad Reddy,40mm,11.08,DryMix,1965.0,21767.12,2021
2020-05-10,Prasad Reddy,Dust,4.16,WetMix,1321.33,5501.57,2020
2020-03-06,Ashok,6mm,8.34,WetMix,1246.63,10402.89,2020
2022-01-16,RK Traders,12mm,6.04,WetMix,1465.67,8857.58,2022
2023-01-17,Ashok,12mm,2.61,WetMix,1594.27,4168.65,2023
2023-10-07,Suresh,20mm,6.19,DryMix,3226.17,19961.25,2023
2023-01-05,Talangeni,12mm,1.05,WetMix,1472.69,1551.99,2023
2022-12-26,Talangeni,12mm,7.41,WetMix,1423.46,10549.69,2022
2021-10-04,Meghana,6mm,1.47,WetMix,1542.36,2270.79,2021
2020-04-21,RK Traders,Dust,11.96,WetMix,1275.21,15249.59,2020
2022-05-17,Meghana,12mm,1.99,WetMix,1315.92,2618.22,2022
2022-03-29,Suresh,20mm,14.5,DryMix,2585.22,37486.13,2022
2020-03-29,Naresh,40mm,9.84,DryMix,1637.4,16110.74,2020
2022-06-28,Meghana,12mm,9.4,WetMix,1324.73,12456.09,2022
2023-10-15,Prasad Reddy,20mm,3.98,DryMix,3183.4,12662.78,2023
2024-04-09,Talangeni,40mm,12.94,DryMix,2190.12,28332.88,2024
2020-02-01,Talangeni,20mm,4.5,DryMix,2732.72,12299.57,2020
2021-07-06,Talangeni,20mm,1.86,DryMix,2447.08,4541.52,2021
2024-08-13,Meghana,Dust,1.84,WetMix,1494.51,2743.6,2024
2024-10-05,Talangeni,12mm,3.87,WetMix,1653.38,6393.66,2024
2023-08-31,Naresh,20mm,2.37,DryMix,3269.03,7740.61,2023
2023-11-20,Naresh,12mm,10.45,WetMix,1377.5,14398.8,2023
2021-08-14,Suresh,6mm,5.23,WetMix,1432.73,7490.63,2021
2024-05-07,RK Traders,12mm,9.97,WetMix,1468.83,14648.55,2024
2021-11-26,Talangeni,40mm,9.13,DryMix,2026.21,18489.69,2021
2023-10-20,Naresh,40mm,6.18,DryMix,1981.5,12247.05,2023
2020-04-12,Suresh,Dust,9.7,WetMix,1099.83,10671.35,2020
2020-01-29,Ashok,6mm,8.76,WetMix,1301.36,11403.61,2020
2023-03-07,Naresh,40mm,7.38,DryMix,1984.17,14635.6,2023
2020-02-24,RK Traders,40mm,5.05,DryMix,1814.73,9156.05,2020
2023-05-20,Meghana,6mm,5.61,WetMix,1736.81,9747.13,2023
2023-01-15,RK Traders,20mm,1.06,DryMix,3212.64,3408.5,2023
2022-01-08,Ashok,Dust,8.95,WetMix,1387.16,12412.6,2022
2020-02-23,Suresh,20mm,2.58,DryMix,2353.59,6078.07,2020
2024-08-13,Prasad Reddy,40mm,0.84,DryMix,2436.44,2044.52,2024
2020-12-31,Ashok,40mm,3.62,DryMix,1825.41,6609.56,2020
2022-04-21,Meghana,20mm,6.46,DryMix,3114.61,20104.79,2022
2023-11-29,Talangeni,40mm,2.44,DryMix,1921.8,4680.68,2023
2024-08-16,Prasad Reddy,20mm,5.55,DryMix,3106.99,17254.4,2024
2024-06-28,Naresh,12mm,9.97,WetMix,1439.63,14348.31,2024
2021-06-07,Ashok,Dust,3.77,WetMix,1279.07,4815.92,2021
2023-03-03,Ashok,6mm,8.51,WetMix,1685.97,14340.66,2023
2022-12-27,Ashok,Dust,4.4,WetMix,1409.35,6198.51,2022
2024-04-26,Prasad Reddy,40mm,4.47,DryMix,2314.37,10353.5,2024
2023-06-23,Talangeni,12mm,1.41,WetMix,1495.44,2110.14,2023
2020-10-03,Meghana,20mm,9.16,DryMix,2721.23,24939.71,2020
2022-10-26,RK Traders,Dust,2.39,WetMix,1397.01,3334.12,2022
2024-06-09,RK Traders,40mm,8.96,DryMix,2043.32,18305.04,2024
2020-04-17,RK Traders,20mm,5.51,DryMix,2591.88,14287.82,2020
2023-07-11,Ashok,12mm,2.32,WetMix,1548.8,3598.45,2023
2020-05-04,Meghana,20mm,9.18,DryMix,2715.96,24942.89,2020
2020-05-11,Naresh,12mm,8.33,WetMix,1265.97,10543.23,2020
2020-11-26,Meghana,20mm,7.6,DryMix,2632.32,20016.57,2020
2021-01-25,Ashok,12mm,6.52,WetMix,1186.73,7741.87,2021
2020-03-30,Talangeni,6mm,11.28,WetMix,1264.41,14263.04,2020
2021-07-06,RK Traders,6mm,3.57,WetMix,1299.83,4643.74,2021
2021-08-30,Talangeni,Dust,1.27,WetMix,1332.38,1693.08,2021
2020-02-21,Ashok,20mm,6.31,DryMix,2599.29,16392.77,2020
2023-05-17,Meghana,20mm,14.83,DryMix,2929.73,43458.67,2023
2021-12-30,Talangeni,40mm,9.17,DryMix,1726.36,15825.71,2021
2022-10-22,Prasad Reddy,Dust,8.73,WetMix,1333.55,11641.93,2022
2020-07-19,RK Traders,Dust,6.11,WetMix,1115.33,6816.54,2020
2023-03-23,Suresh,Dust,11.97,WetMix,1599.36,19138.96,2023
2024-09-16,Prasad Reddy,6mm,6.26,WetMix,1588.35,9940.14,2024
2020-08-01,Ashok,Dust,4.18,WetMix,1251.76,5237.77,2020
2021-12-03,RK Traders,12mm,4.72,WetMix,1255.72,5933.28,2021
2021-12-21,Talangeni,6mm,10.95,WetMix,1285.75,14076.23,2021
2022-05-06,Naresh,6mm,5.47,WetMix,1579.69,8647.36,2022
2021-06-18,Ashok,Dust,2.63,WetMix,1320.41,3474.94,2021
2024-06-09,Meghana,40mm,1.55,DryMix,2281.9,3544.39,2024
2021-11-07,Talangeni,12mm,7.8,WetMix,1253.58,9773.67,2021
2020-01-25,Suresh,40mm,8.05,DryMix,1679.62,13520.49,2020
2021-01-12,Naresh,6mm,5.54,WetMix,1520.86,8425.51,2021
2024-10-23,Naresh,Dust,4.87,WetMix,1644.24,8013.63,2024
2022-02-08,Meghana,6mm,6.01,WetMix,1653.11,9936.67,2022
2021-08-09,Meghana,20mm,1.72,DryMix,2578.89,4433.1,2021
